name	id	sources
Plasmodium falciparum 3D7	pfalciparum	GO:MF, GO:CC, GO:BP, KEGG, REAC
Plasmodium knowlesi	pknowlesi	GO:MF, GO:CC, GO:BP, KEGG
Pythium irregulare	pirregulare	GO:MF, GO:CC, GO:BP
Albugo laibachii	alaibachii	GO:MF, GO:CC, GO:BP
Guillardia theta CCMP2712	gtheta	GO:MF, GO:CC, GO:BP, KEGG
Phytophthora infestans	pinfestans	GO:MF, GO:CC, GO:BP, KEGG
Pythium vexans	pvexans	GO:MF, GO:CC, GO:BP
Pythium ultimum	pultimum	GO:MF, GO:CC, GO:BP
Pseudo-nitzschia multistriata	pmultistriata	GO:MF, GO:CC, GO:BP
Paramecium tetraurelia	ptetraurelia	GO:MF, GO:CC, GO:BP
Plasmodium vivax	pvivax	GO:MF, GO:CC, GO:BP
Hyaloperonospora arabidopsidis	harabidopsidis	GO:MF, GO:CC, GO:BP
Tetrahymena thermophila	tthermophila	GO:MF, GO:CC, GO:BP, KEGG
Phaeodactylum tricornutum	ptricornutum	GO:MF, GO:CC, GO:BP, KEGG
Phytophthora kernoviae	pkernoviae	GO:MF, GO:CC, GO:BP
Plasmodium chabaudi	pchabaudi	GO:MF, GO:CC, GO:BP, KEGG
Bigelowiella natans	bnatans	GO:MF, GO:CC, GO:BP
Pythium arrhenomanes	parrhenomanes	GO:MF, GO:CC, GO:BP
Thalassiosira pseudonana	tpseudonana	GO:MF, GO:CC, GO:BP, KEGG
Entamoeba histolytica	ehistolytica	GO:MF, GO:CC, GO:BP, KEGG
Toxoplasma gondii ME49	tgondii	GO:MF, GO:CC, GO:BP, KEGG
Phytophthora ramorum	pramorum	GO:MF, GO:CC, GO:BP
Pythium aphanidermatum	paphanidermatum	GO:MF, GO:CC, GO:BP
Phytophthora parasitica	pparasitica	GO:MF, GO:CC, GO:BP
Pythium iwayamai	piwayamai	GO:MF, GO:CC, GO:BP
Phytophthora sojae	psojae	GO:MF, GO:CC, GO:BP, KEGG
Leishmania major	lmajor	GO:MF, GO:CC, GO:BP, KEGG
Phytophthora lateralis	plateralis	GO:MF, GO:CC, GO:BP
Plasmodium berghei	pberghei	GO:MF, GO:CC, GO:BP, KEGG
Giardia lamblia	glamblia	GO:MF, GO:CC, GO:BP, KEGG
Emiliania huxleyi	ehuxleyi	GO:MF, GO:CC, GO:BP, KEGG
Dictyostelium discoideum	ddiscoideum	GO:MF, GO:CC, GO:BP, KEGG, REAC
